"Resource Name","Resource Type","Resource Group",Location,Subscription
cog-dr-307,Microsoft.CognitiveServices/accounts,rg-core,eastasia,Subscription-DR
media-dr-308,Microsoft.Media/mediaservices,rg-production,westus2,Subscription-DR
nic-shrd-309,Microsoft.Network/networkInterfaces,rg-storage,centralus,Subscription-Shared
role-dr-310,Microsoft.Authorization/roleAssignments,rg-aks,southeastasia,Subscription-Staging
vnet-stg-311,Microsoft.Network/virtualNetworks,rg-production,canadacentral,Subscription-Dev
vnet-dev-312,Microsoft.Network/virtualNetworks,rg-core,japaneast,Subscription-Dev
lb-shrd-313,Microsoft.Network/loadBalancers,rg-network,centralus,Subscription-Dev
relay-stg-314,Microsoft.Relay/namespaces,rg-security,eastasia,Subscription-Shared
nsg-shrd-315,Microsoft.Network/networkSecurityGroups,rg-cache,centralus,Subscription-Shared
health-shrd-316,Microsoft.HealthcareApis/services,rg-storage,centralus,Subscription-Staging
webapp-stg-317,Microsoft.Web/sites,rg-database,southindia,Subscription-Prod
batch-prod-318,Microsoft.Batch/batchAccounts,rg-production,northeurope,Subscription-DR
er-prod-319,Microsoft.Network/expressRouteCircuits,rg-containers,francecentral,Subscription-DR
vnetgw-dev-320,Microsoft.Network/virtualNetworkGateways,rg-network,westus3,Subscription-Prod
aml-prod-321,Microsoft.MachineLearningServices/workspaces,rg-dev,eastasia,Subscription-Dev
nhns-stg-322,Microsoft.NotificationHubs/namespaces,rg-webapp,australiaeast,Subscription-Dev
appins-prod-323,Microsoft.Insights/components,rg-shared,koreacentral,Subscription-Staging
adf-dev-324,Microsoft.DataFactory/factories,rg-dev,japaneast,Subscription-Shared
signalr-dr-325,Microsoft.SignalRService/signalR,rg-core,uksouth,Subscription-DR
syn-dr-326,Microsoft.Synapse/workspaces,rg-security,australiaeast,Subscription-Dev
appgw-stg-327,Microsoft.Network/applicationGateways,rg-dev,uksouth,Subscription-Staging
redis-stg-328,Microsoft.Cache/redis,rg-monitoring,canadacentral,Subscription-Staging
dns-prod-329,Microsoft.Network/dnsZones,rg-monitoring,japaneast,Subscription-Shared
pe-shrd-330,Microsoft.Network/privateEndpoints,rg-dev,westeurope,Subscription-Dev
alert-stg-331,Microsoft.Insights/metricAlerts,rg-webapp,eastasia,Subscription-Prod
mariadb-stg-332,Microsoft.DBforMariaDB/servers,rg-shared,northeurope,Subscription-Shared
appgw-dev-333,Microsoft.Network/applicationGateways,rg-containers,brazilsouth,Subscription-Shared
aks-dev-334,Microsoft.ContainerService/managedClusters,rg-network,northeurope,Subscription-Dev
evhns-dev-335,Microsoft.EventHub/namespaces,rg-dr,eastasia,Subscription-Staging
tm-dev-336,Microsoft.Network/trafficManagerProfiles,rg-services,japaneast,Subscription-DR
bastion-prod-337,Microsoft.Network/bastionHosts,rg-integration,westus3,Subscription-DR
tm-shrd-338,Microsoft.Network/trafficManagerProfiles,rg-aks,canadacentral,Subscription-Staging
cdn-stg-339,Microsoft.Cdn/profiles,rg-integration,brazilsouth,Subscription-Staging
nsg-dev-340,Microsoft.Network/networkSecurityGroups,rg-monitoring,northeurope,Subscription-DR
acr-dr-341,Microsoft.ContainerRegistry/registries,rg-core,eastus,Subscription-Staging
conn-dr-342,Microsoft.Web/connections,rg-backup,eastasia,Subscription-DR
pe-dr-343,Microsoft.Network/privateEndpoints,rg-production,southeastasia,Subscription-Shared
privdns-dev-344,Microsoft.Network/privateDnsZones,rg-network,japaneast,Subscription-Prod
privdns-dev-345,Microsoft.Network/privateDnsZones,rg-dev,japaneast,Subscription-Prod
media-stg-346,Microsoft.Media/mediaservices,rg-staging,eastus,Subscription-Dev
appconfig-prod-347,Microsoft.AppConfiguration/configurationStores,rg-backup,eastus,Subscription-DR
sqlsrv-shrd-348,Microsoft.Sql/servers,rg-security,southindia,Subscription-Prod
bastion-dr-349,Microsoft.Network/bastionHosts,rg-database,centralus,Subscription-DR
tsi-dr-350,Microsoft.TimeSeriesInsights/environments,rg-infra,japaneast,Subscription-DR
pip-dev-351,Microsoft.Network/publicIPAddresses,rg-staging,brazilsouth,Subscription-Prod
aks-shrd-352,Microsoft.ContainerService/managedClusters,rg-security,eastus,Subscription-Prod
privdns-shrd-353,Microsoft.Network/privateDnsZones,rg-backup,southindia,Subscription-DR
apim-shrd-354,Microsoft.ApiManagement/service,rg-webapp,southeastasia,Subscription-Staging
sb-dev-355,Microsoft.ServiceBus/namespaces,rg-containers,westus,Subscription-Shared
dns-dr-356,Microsoft.Network/dnsZones,rg-webapp,canadacentral,Subscription-Staging
dbr-dev-357,Microsoft.Databricks/workspaces,rg-infra,westus2,Subscription-Shared
actgrp-dev-358,Microsoft.Insights/actionGroups,rg-network,francecentral,Subscription-Staging
fw-shrd-359,Microsoft.Network/azureFirewalls,rg-core,westus,Subscription-Prod
batch-prod-360,Microsoft.Batch/batchAccounts,rg-storage,uksouth,Subscription-Dev
adf-prod-361,Microsoft.DataFactory/factories,rg-monitoring,westus3,Subscription-Prod
aa-stg-362,Microsoft.Automation/automationAccounts,rg-infra,japaneast,Subscription-Staging
appconfig-prod-363,Microsoft.AppConfiguration/configurationStores,rg-functions,eastus,Subscription-Prod
signalr-dev-364,Microsoft.SignalRService/signalR,rg-webapp,eastus,Subscription-Prod
tm-prod-365,Microsoft.Network/trafficManagerProfiles,rg-backup,centralus,Subscription-Shared
vm-dr-366,Microsoft.Compute/virtualMachines,rg-core,westus2,Subscription-Prod
actgrp-dr-367,Microsoft.Insights/actionGroups,rg-dr,centralus,Subscription-DR
rsv-shrd-368,Microsoft.RecoveryServices/vaults,rg-integration,centralus,Subscription-Staging
bastion-stg-369,Microsoft.Network/bastionHosts,rg-shared,uksouth,Subscription-DR
sqldb-shrd-370,Microsoft.Sql/servers/databases,rg-cache,koreacentral,Subscription-Dev
asa-dr-371,Microsoft.StreamAnalytics/streamingjobs,rg-production,eastasia,Subscription-Prod
tsi-prod-372,Microsoft.TimeSeriesInsights/environments,rg-dr,canadacentral,Subscription-Shared
cosmos-dev-373,Microsoft.DocumentDB/databaseAccounts,rg-integration,northeurope,Subscription-Shared
evhns-prod-374,Microsoft.EventHub/namespaces,rg-core,southeastasia,Subscription-DR
storage-dr-375,Microsoft.Storage/storageAccounts,rg-security,southeastasia,Subscription-Dev
aks-dev-376,Microsoft.ContainerService/managedClusters,rg-security,westeurope,Subscription-Prod
vmss-stg-377,Microsoft.Compute/virtualMachineScaleSets,rg-integration,westus3,Subscription-DR
privdns-prod-378,Microsoft.Network/privateDnsZones,rg-shared,francecentral,Subscription-Prod
image-dr-379,Microsoft.Compute/images,rg-database,westus3,Subscription-Dev
avset-shrd-380,Microsoft.Compute/availabilitySets,rg-webapp,southindia,Subscription-Prod
batch-shrd-381,Microsoft.Batch/batchAccounts,rg-functions,eastus,Subscription-Dev
tsi-stg-382,Microsoft.TimeSeriesInsights/environments,rg-functions,westus,Subscription-Dev
blk-dev-383,Microsoft.Blockchain/blockchainMembers,rg-webapp,eastus2,Subscription-Prod
role-stg-384,Microsoft.Authorization/roleAssignments,rg-aks,eastus2,Subscription-Prod
avset-prod-385,Microsoft.Compute/availabilitySets,rg-monitoring,francecentral,Subscription-Dev
iothub-dr-386,Microsoft.Devices/IotHubs,rg-security,westus3,Subscription-Dev
law-dr-387,Microsoft.OperationalInsights/workspaces,rg-network,australiaeast,Subscription-DR
evgt-dev-388,Microsoft.EventGrid/topics,rg-services,westus2,Subscription-Staging
mariadb-dr-389,Microsoft.DBforMariaDB/servers,rg-network,koreacentral,Subscription-Shared
appconfig-dev-390,Microsoft.AppConfiguration/configurationStores,rg-functions,brazilsouth,Subscription-Dev
rt-prod-391,Microsoft.Network/routeTables,rg-containers,canadacentral,Subscription-Staging
snapshot-dev-392,Microsoft.Compute/snapshots,rg-core,japaneast,Subscription-Shared
nsg-prod-393,Microsoft.Network/networkSecurityGroups,rg-security,westeurope,Subscription-Shared
iothub-shrd-394,Microsoft.Devices/IotHubs,rg-monitoring,koreacentral,Subscription-Dev
syn-dr-395,Microsoft.Synapse/workspaces,rg-functions,southeastasia,Subscription-Staging
mi-dev-396,Microsoft.ManagedIdentity/userAssignedIdentities,rg-services,westus,Subscription-Dev
signalr-dr-397,Microsoft.SignalRService/signalR,rg-staging,eastasia,Subscription-Shared
tsi-shrd-398,Microsoft.TimeSeriesInsights/environments,rg-integration,francecentral,Subscription-Prod
rsv-dr-399,Microsoft.RecoveryServices/vaults,rg-storage,australiaeast,Subscription-Staging
mariadb-dr-400,Microsoft.DBforMariaDB/servers,rg-webapp,westus3,Subscription-Shared
relay-prod-401,Microsoft.Relay/namespaces,rg-network,eastasia,Subscription-Staging
alert-dr-402,Microsoft.Insights/metricAlerts,rg-aks,westus,Subscription-DR
mi-prod-403,Microsoft.ManagedIdentity/userAssignedIdentities,rg-production,eastasia,Subscription-DR
pip-dr-404,Microsoft.Network/publicIPAddresses,rg-functions,koreacentral,Subscription-Dev
hdi-prod-405,Microsoft.HDInsight/clusters,rg-services,brazilsouth,Subscription-Prod
disk-dr-406,Microsoft.Compute/disks,rg-services,westeurope,Subscription-Dev
pe-dev-407,Microsoft.Network/privateEndpoints,rg-functions,southindia,Subscription-Staging
vnetgw-dev-408,Microsoft.Network/virtualNetworkGateways,rg-shared,japaneast,Subscription-Staging
snapshot-shrd-409,Microsoft.Compute/snapshots,rg-services,southindia,Subscription-Shared
law-dev-410,Microsoft.OperationalInsights/workspaces,rg-integration,northeurope,Subscription-Dev
vnetgw-dr-411,Microsoft.Network/virtualNetworkGateways,rg-backup,eastus2,Subscription-Staging
kv-prod-412,Microsoft.KeyVault/vaults,rg-core,southeastasia,Subscription-Dev
hdi-dr-413,Microsoft.HDInsight/clusters,rg-database,southindia,Subscription-Prod
media-dr-414,Microsoft.Media/mediaservices,rg-network,westus,Subscription-Staging
snapshot-prod-415,Microsoft.Compute/snapshots,rg-storage,koreacentral,Subscription-DR
mariadb-shrd-416,Microsoft.DBforMariaDB/servers,rg-infra,southeastasia,Subscription-DR
vpngw-dev-417,Microsoft.Network/vpnGateways,rg-cache,canadacentral,Subscription-Shared
acr-stg-418,Microsoft.ContainerRegistry/registries,rg-shared,eastus,Subscription-Prod
evgt-dev-419,Microsoft.EventGrid/topics,rg-cache,uksouth,Subscription-Staging
kv-shrd-420,Microsoft.KeyVault/vaults,rg-webapp,koreacentral,Subscription-DR
mi-prod-421,Microsoft.ManagedIdentity/userAssignedIdentities,rg-dr,westus3,Subscription-Staging
rsv-shrd-422,Microsoft.RecoveryServices/vaults,rg-dev,northeurope,Subscription-Shared
adls-dev-423,Microsoft.DataLakeStore/accounts,rg-dr,brazilsouth,Subscription-Dev
fd-shrd-424,Microsoft.Network/frontDoors,rg-production,centralus,Subscription-DR
image-dr-425,Microsoft.Compute/images,rg-staging,westus,Subscription-DR
batch-prod-426,Microsoft.Batch/batchAccounts,rg-production,southindia,Subscription-Shared
kv-prod-427,Microsoft.KeyVault/vaults,rg-dr,koreacentral,Subscription-DR
dms-dev-428,Microsoft.DataMigration/services,rg-shared,eastasia,Subscription-Staging
sqlsrv-dr-429,Microsoft.Sql/servers,rg-core,westus2,Subscription-Staging
fd-shrd-430,Microsoft.Network/frontDoors,rg-dr,eastus,Subscription-DR
nhns-dev-431,Microsoft.NotificationHubs/namespaces,rg-services,westus3,Subscription-DR
image-prod-432,Microsoft.Compute/images,rg-cache,northeurope,Subscription-Staging
sb-shrd-433,Microsoft.ServiceBus/namespaces,rg-production,canadacentral,Subscription-Shared
mariadb-stg-434,Microsoft.DBforMariaDB/servers,rg-staging,westus,Subscription-DR
mi-dev-435,Microsoft.ManagedIdentity/userAssignedIdentities,rg-shared,australiaeast,Subscription-DR
vpngw-shrd-436,Microsoft.Network/vpnGateways,rg-cache,eastus2,Subscription-Shared
disk-stg-437,Microsoft.Compute/disks,rg-production,canadacentral,Subscription-Staging
mariadb-dr-438,Microsoft.DBforMariaDB/servers,rg-dr,westeurope,Subscription-Prod
dns-shrd-439,Microsoft.Network/dnsZones,rg-monitoring,eastus2,Subscription-Staging
evhns-prod-440,Microsoft.EventHub/namespaces,rg-dev,brazilsouth,Subscription-Staging
sb-stg-441,Microsoft.ServiceBus/namespaces,rg-shared,eastus,Subscription-DR
signalr-dev-442,Microsoft.SignalRService/signalR,rg-services,westus2,Subscription-Shared
adf-stg-443,Microsoft.DataFactory/factories,rg-services,eastus2,Subscription-Staging
adls-stg-444,Microsoft.DataLakeStore/accounts,rg-integration,southindia,Subscription-Shared
dns-prod-445,Microsoft.Network/dnsZones,rg-dev,brazilsouth,Subscription-Staging
vpngw-stg-446,Microsoft.Network/vpnGateways,rg-services,australiaeast,Subscription-DR
apim-shrd-447,Microsoft.ApiManagement/service,rg-functions,francecentral,Subscription-Staging
blk-dr-448,Microsoft.Blockchain/blockchainMembers,rg-backup,eastus,Subscription-DR
sqldb-dev-449,Microsoft.Sql/servers/databases,rg-backup,northeurope,Subscription-Shared
role-stg-450,Microsoft.Authorization/roleAssignments,rg-security,canadacentral,Subscription-Prod
iothub-stg-451,Microsoft.Devices/IotHubs,rg-dev,northeurope,Subscription-Dev
role-dr-452,Microsoft.Authorization/roleAssignments,rg-containers,brazilsouth,Subscription-Dev
health-dev-453,Microsoft.HealthcareApis/services,rg-aks,brazilsouth,Subscription-Staging
vnet-prod-454,Microsoft.Network/virtualNetworks,rg-staging,eastus2,Subscription-DR
pe-shrd-455,Microsoft.Network/privateEndpoints,rg-security,japaneast,Subscription-Staging
syn-prod-456,Microsoft.Synapse/workspaces,rg-aks,westeurope,Subscription-Prod
batch-prod-457,Microsoft.Batch/batchAccounts,rg-storage,uksouth,Subscription-Prod
cosmos-stg-458,Microsoft.DocumentDB/databaseAccounts,rg-storage,westus3,Subscription-Dev
aml-prod-459,Microsoft.MachineLearningServices/workspaces,rg-cache,canadacentral,Subscription-Prod
cog-shrd-460,Microsoft.CognitiveServices/accounts,rg-security,canadacentral,Subscription-Prod
dms-stg-461,Microsoft.DataMigration/services,rg-dr,canadacentral,Subscription-DR
mysql-stg-462,Microsoft.DBforMySQL/servers,rg-core,eastasia,Subscription-Dev
tsi-stg-463,Microsoft.TimeSeriesInsights/environments,rg-aks,eastus,Subscription-DR
asa-stg-464,Microsoft.StreamAnalytics/streamingjobs,rg-integration,australiaeast,Subscription-Shared
nhns-stg-465,Microsoft.NotificationHubs/namespaces,rg-webapp,westus2,Subscription-Prod
syn-dr-466,Microsoft.Synapse/workspaces,rg-webapp,westus,Subscription-Dev
role-prod-467,Microsoft.Authorization/roleAssignments,rg-core,centralus,Subscription-DR
rsv-dev-468,Microsoft.RecoveryServices/vaults,rg-backup,eastus2,Subscription-DR
privdns-dr-469,Microsoft.Network/privateDnsZones,rg-backup,northeurope,Subscription-Prod
dbr-prod-470,Microsoft.Databricks/workspaces,rg-storage,westeurope,Subscription-Staging
psql-dev-471,Microsoft.DBforPostgreSQL/servers,rg-security,westus3,Subscription-Prod
aa-dr-472,Microsoft.Automation/automationAccounts,rg-database,northeurope,Subscription-Shared
evgt-dr-473,Microsoft.EventGrid/topics,rg-integration,westus3,Subscription-Prod
lb-dev-474,Microsoft.Network/loadBalancers,rg-core,southindia,Subscription-Staging
er-stg-475,Microsoft.Network/expressRouteCircuits,rg-cache,eastus2,Subscription-Staging
appconfig-dev-476,Microsoft.AppConfiguration/configurationStores,rg-services,eastus2,Subscription-Staging
role-dev-477,Microsoft.Authorization/roleAssignments,rg-security,centralus,Subscription-DR
sqlsrv-dr-478,Microsoft.Sql/servers,rg-webapp,eastasia,Subscription-DR
tsi-dev-479,Microsoft.TimeSeriesInsights/environments,rg-database,westeurope,Subscription-DR
cdn-dev-480,Microsoft.Cdn/profiles,rg-network,westus3,Subscription-Prod
syn-shrd-481,Microsoft.Synapse/workspaces,rg-network,eastus,Subscription-Staging
asp-stg-482,Microsoft.Web/serverfarms,rg-database,southindia,Subscription-Prod
mysql-dev-483,Microsoft.DBforMySQL/servers,rg-backup,francecentral,Subscription-Prod
role-shrd-484,Microsoft.Authorization/roleAssignments,rg-database,koreacentral,Subscription-Dev
dms-prod-485,Microsoft.DataMigration/services,rg-storage,southeastasia,Subscription-DR
acr-dev-486,Microsoft.ContainerRegistry/registries,rg-dev,northeurope,Subscription-Staging
blk-dr-487,Microsoft.Blockchain/blockchainMembers,rg-cache,koreacentral,Subscription-DR
aks-dr-488,Microsoft.ContainerService/managedClusters,rg-core,southindia,Subscription-Prod
hdi-prod-489,Microsoft.HDInsight/clusters,rg-integration,eastasia,Subscription-DR
health-prod-490,Microsoft.HealthcareApis/services,rg-functions,canadacentral,Subscription-Staging
asa-dev-491,Microsoft.StreamAnalytics/streamingjobs,rg-cache,brazilsouth,Subscription-DR
alert-stg-492,Microsoft.Insights/metricAlerts,rg-backup,eastus,Subscription-Prod
blk-dev-493,Microsoft.Blockchain/blockchainMembers,rg-webapp,canadacentral,Subscription-Shared
search-dr-494,Microsoft.Search/searchServices,rg-cache,australiaeast,Subscription-Shared
dns-dev-495,Microsoft.Network/dnsZones,rg-webapp,southindia,Subscription-Dev
mi-prod-496,Microsoft.ManagedIdentity/userAssignedIdentities,rg-cache,westeurope,Subscription-Shared
signalr-prod-497,Microsoft.SignalRService/signalR,rg-functions,japaneast,Subscription-Dev
sqldb-prod-498,Microsoft.Sql/servers/databases,rg-shared,westus2,Subscription-Dev
asa-dr-499,Microsoft.StreamAnalytics/streamingjobs,rg-dr,koreacentral,Subscription-Prod
cosmos-prod-500,Microsoft.DocumentDB/databaseAccounts,rg-aks,eastus2,Subscription-Prod
aml-shrd-501,Microsoft.MachineLearningServices/workspaces,rg-backup,japaneast,Subscription-Staging
signalr-shrd-502,Microsoft.SignalRService/signalR,rg-production,westeurope,Subscription-Dev
rsv-prod-503,Microsoft.RecoveryServices/vaults,rg-functions,westeurope,Subscription-Prod
aks-prod-504,Microsoft.ContainerService/managedClusters,rg-dev,centralus,Subscription-Shared
ci-stg-505,Microsoft.ContainerInstance/containerGroups,rg-integration,brazilsouth,Subscription-Prod
tsi-dev-506,Microsoft.TimeSeriesInsights/environments,rg-production,southeastasia,Subscription-Dev
evhns-dev-507,Microsoft.EventHub/namespaces,rg-shared,eastasia,Subscription-Dev
sb-prod-508,Microsoft.ServiceBus/namespaces,rg-services,westus2,Subscription-Staging
snapshot-shrd-509,Microsoft.Compute/snapshots,rg-monitoring,southeastasia,Subscription-Staging
pe-shrd-510,Microsoft.Network/privateEndpoints,rg-network,southindia,Subscription-Dev
pip-dev-511,Microsoft.Network/publicIPAddresses,rg-dr,westus,Subscription-Prod
sf-prod-512,Microsoft.ServiceFabric/clusters,rg-aks,japaneast,Subscription-DR
tsi-stg-513,Microsoft.TimeSeriesInsights/environments,rg-cache,centralus,Subscription-Shared
evhns-shrd-514,Microsoft.EventHub/namespaces,rg-cache,francecentral,Subscription-Staging
fd-stg-515,Microsoft.Network/frontDoors,rg-production,japaneast,Subscription-Dev
dbr-dr-516,Microsoft.Databricks/workspaces,rg-production,northeurope,Subscription-DR
dns-stg-517,Microsoft.Network/dnsZones,rg-dev,uksouth,Subscription-Shared
